"Date","Div","Season","Res","Odds","OddsDraw","OddsOpp","Team","Facing","H_A","Win","Draw","Lost","Odds_Intervall","Country","NrWin","NrDraw","NrLost","WinPerc","DrawPerc","LostPerc","Matchday","NrWinL5","NrDrawL5","NrLostL5","L5WinPerc","L5DrawPerc","L5LostPerc","NrWin_H_A","NrDraw_H_A","NrLost_H_A","H_A_WinPerc","H_A_DrawPerc","H_A_LostPerc"
"2011-02-12","E1",2010,"Lost",3.43,3.37,2.05,"Derby","Leicester","H",0,0,1,"(3,3.5]","EN",10,5,14,0.344827586206897,0.172413793103448,0.482758620689655,30,0,2,3,0,0.4,0.6,6,2,6,0.428571428571429,0.142857142857143,0.428571428571429
"2011-02-19","E1",2010,"Draw",2.52,3.26,2.71,"Derby","Scunthorpe","A",0,1,0,"(2.5,3]","EN",10,5,15,0.333333333333333,0.166666666666667,0.5,31,0,1,4,0,0.2,0.8,4,3,8,0.266666666666667,0.2,0.533333333333333
"2011-02-22","E1",2010,"Lost",2.57,3.22,2.71,"Derby","Hull","H",0,0,1,"(2.5,3]","EN",10,6,15,0.32258064516129,0.193548387096774,0.483870967741935,32,0,2,3,0,0.4,0.6,6,2,7,0.4,0.133333333333333,0.466666666666667
"2011-02-26","E1",2010,"Win",3.01,3.22,2.35,"Derby","Sheffield United","A",1,0,0,"(3,3.5]","EN",10,6,16,0.3125,0.1875,0.5,33,0,2,3,0,0.4,0.6,4,4,8,0.25,0.25,0.5
"2011-03-01","E1",2010,"Lost",1.94,3.35,3.86,"Derby","Doncaster","H",0,0,1,"(1.5,2]","EN",11,6,16,0.333333333333333,0.181818181818182,0.484848484848485,34,1,2,2,0.2,0.4,0.4,6,2,8,0.375,0.125,0.5
"2011-03-05","E1",2010,"Draw",2.07,3.29,3.5,"Derby","Barnsley","H",0,1,0,"(2,2.5]","EN",11,6,17,0.323529411764706,0.176470588235294,0.5,35,1,1,3,0.2,0.2,0.6,6,2,9,0.352941176470588,0.117647058823529,0.529411764705882
"2011-03-08","E1",2010,"Lost",4,3.35,1.9,"Derby","Middlesbrough","A",0,0,1,"(3.5,4]","EN",11,7,17,0.314285714285714,0.2,0.485714285714286,36,1,2,2,0.2,0.4,0.4,5,4,8,0.294117647058824,0.235294117647059,0.470588235294118
"2011-03-12","E1",2010,"Win",3.48,3.26,2.07,"Derby","Swansea","H",1,0,0,"(3,3.5]","EN",11,7,18,0.305555555555556,0.194444444444444,0.5,37,1,1,3,0.2,0.2,0.6,6,3,9,0.333333333333333,0.166666666666667,0.5
"2011-03-19","E1",2010,"Draw",2.99,3.25,2.34,"Derby","Crystal Palace","A",0,1,0,"(2.5,3]","EN",12,7,18,0.324324324324324,0.189189189189189,0.486486486486487,38,2,1,2,0.4,0.2,0.4,5,4,9,0.277777777777778,0.222222222222222,0.5
"2011-04-02","E1",2010,"Lost",5.2,3.66,1.65,"Derby","Cardiff","A",0,0,1,"(5,10]","EN",12,8,18,0.315789473684211,0.210526315789474,0.473684210526316,39,1,2,2,0.2,0.4,0.4,5,5,9,0.263157894736842,0.263157894736842,0.473684210526316
"2011-04-09","E1",2010,"Draw",2.2,3.27,3.21,"Derby","Coventry","H",0,1,0,"(2,2.5]","EN",12,8,19,0.307692307692308,0.205128205128205,0.487179487179487,40,1,2,2,0.2,0.4,0.4,7,3,9,0.368421052631579,0.157894736842105,0.473684210526316
"2011-04-12","E1",2010,"Win",2.85,3.32,2.39,"Derby","Leeds","H",1,0,0,"(2.5,3]","EN",12,9,19,0.3,0.225,0.475,41,1,2,2,0.2,0.4,0.4,7,4,9,0.35,0.2,0.45
"2011-04-18","E1",2010,"Draw",6.36,3.83,1.52,"Derby","QPR","A",0,1,0,"(5,10]","EN",13,9,19,0.317073170731707,0.219512195121951,0.463414634146341,42,2,2,1,0.4,0.4,0.2,5,5,10,0.25,0.25,0.5
"2011-04-23","E1",2010,"Lost",2.55,3.26,2.69,"Derby","Burnley","H",0,0,1,"(2.5,3]","EN",13,10,19,0.30952380952381,0.238095238095238,0.452380952380952,43,1,3,1,0.2,0.6,0.2,8,4,9,0.380952380952381,0.19047619047619,0.428571428571429
"2011-04-25","E1",2010,"Lost",7.2,4.36,1.43,"Derby","Norwich","A",0,0,1,"(5,10]","EN",13,10,20,0.302325581395349,0.232558139534884,0.465116279069767,44,1,2,2,0.2,0.4,0.4,5,6,10,0.238095238095238,0.285714285714286,0.476190476190476
"2011-04-30","E1",2010,"Lost",2.23,3.32,3.1,"Derby","Bristol City","H",0,0,1,"(2,2.5]","EN",13,10,21,0.295454545454545,0.227272727272727,0.477272727272727,45,1,2,2,0.2,0.4,0.4,8,4,10,0.363636363636364,0.181818181818182,0.454545454545455
"2011-05-07","E1",2010,"Lost",5.68,3.78,1.58,"Derby","Reading","A",0,0,1,"(5,10]","EN",13,10,22,0.288888888888889,0.222222222222222,0.488888888888889,46,1,1,3,0.2,0.2,0.6,5,6,11,0.227272727272727,0.272727272727273,0.5
"2011-08-06","E1",2011,"Win",2.56,3.2,2.67,"Derby","Birmingham","H",1,0,0,"(2.5,3]","EN",NA,NA,NA,0,0,0,1,0,1,4,0,0.2,0.8,NA,NA,NA,0,0,0
"2011-08-13","E1",2011,"Win",3.46,3.35,2.05,"Derby","Watford","A",1,0,0,"(3,3.5]","EN",1,0,0,1,0,0,2,1,0,4,0.2,0,0.8,NA,NA,NA,0,0,0
"2011-08-17","E1",2011,"Win",4.16,3.45,1.84,"Derby","Blackpool","A",1,0,0,"(4,5]","EN",2,0,0,1,0,0,3,2,0,3,0.4,0,0.6,1,0,0,1,0,0
"2011-08-20","E1",2011,"Win",1.76,3.53,4.52,"Derby","Doncaster","H",1,0,0,"(1.5,2]","EN",3,0,0,1,0,0,4,3,0,2,0.6,0,0.4,1,0,0,1,0,0
"2011-08-27","E1",2011,"Lost",2.32,3.28,2.95,"Derby","Burnley","H",0,0,1,"(2,2.5]","EN",4,0,0,1,0,0,5,4,0,1,0.8,0,0.2,2,0,0,1,0,0
"2011-09-10","E1",2011,"Lost",2.85,3.26,2.4,"Derby","Coventry","A",0,0,1,"(2.5,3]","EN",4,0,1,0.8,0,0.2,6,4,0,1,0.8,0,0.2,2,0,0,1,0,0
"2011-09-17","E1",2011,"Win",4.54,3.43,1.78,"Derby","Nott'm Forest","A",1,0,0,"(4,5]","EN",4,0,2,0.666666666666667,0,0.333333333333333,7,3,0,2,0.6,0,0.4,2,0,1,0.666666666666667,0,0.333333333333333
"2011-09-24","E1",2011,"Win",2.46,3.22,2.79,"Derby","Millwall","H",1,0,0,"(2,2.5]","EN",5,0,2,0.714285714285714,0,0.285714285714286,8,3,0,2,0.6,0,0.4,2,0,1,0.666666666666667,0,0.333333333333333
"2011-09-27","E1",2011,"Draw",1.94,3.37,3.86,"Derby","Barnsley","H",0,1,0,"(1.5,2]","EN",6,0,2,0.75,0,0.25,9,3,0,2,0.6,0,0.4,3,0,1,0.75,0,0.25
"2011-10-01","E1",2011,"Lost",5.1,3.59,1.67,"Derby","Leicester","A",0,0,1,"(5,10]","EN",6,1,2,0.666666666666667,0.111111111111111,0.222222222222222,10,2,1,2,0.4,0.2,0.4,3,0,1,0.75,0,0.25
"2011-10-15","E1",2011,"Draw",3.44,3.36,2.05,"Derby","Southampton","H",0,1,0,"(3,3.5]","EN",6,1,3,0.6,0.1,0.3,11,2,1,2,0.4,0.2,0.4,3,1,1,0.6,0.2,0.2
"2011-10-18","E1",2011,"Draw",4.61,3.55,1.75,"Derby","Reading","A",0,1,0,"(4,5]","EN",6,2,3,0.545454545454545,0.181818181818182,0.272727272727273,12,2,2,1,0.4,0.4,0.2,3,0,2,0.6,0,0.4
"2011-10-22","E1",2011,"Lost",4.75,3.5,1.72,"Derby","Middlesbrough","A",0,0,1,"(4,5]","EN",6,3,3,0.5,0.25,0.25,13,1,3,1,0.2,0.6,0.2,3,1,2,0.5,0.166666666666667,0.333333333333333
"2011-10-29","E1",2011,"Win",2.42,3.23,2.86,"Derby","Portsmouth","H",1,0,0,"(2,2.5]","EN",6,3,4,0.461538461538462,0.230769230769231,0.307692307692308,14,0,3,2,0,0.6,0.4,3,2,1,0.5,0.333333333333333,0.166666666666667
"2011-11-02","E1",2011,"Lost",2.73,3.28,2.48,"Derby","Cardiff","H",0,0,1,"(2.5,3]","EN",7,3,4,0.5,0.214285714285714,0.285714285714286,15,1,2,2,0.2,0.4,0.4,4,2,1,0.571428571428571,0.285714285714286,0.142857142857143
"2011-11-05","E1",2011,"Lost",3.76,3.54,1.9,"Derby","Peterboro","A",0,0,1,"(3.5,4]","EN",7,3,5,0.466666666666667,0.2,0.333333333333333,16,1,2,2,0.2,0.4,0.4,3,1,3,0.428571428571429,0.142857142857143,0.428571428571429
"2011-11-19","E1",2011,"Lost",2.65,3.22,2.57,"Derby","Hull","H",0,0,1,"(2.5,3]","EN",7,3,6,0.4375,0.1875,0.375,17,1,1,3,0.2,0.2,0.6,4,2,2,0.5,0.25,0.25
"2011-11-26","E1",2011,"Lost",7.99,4.18,1.41,"Derby","West Ham","A",0,0,1,"(5,10]","EN",7,3,7,0.411764705882353,0.176470588235294,0.411764705882353,18,1,0,4,0.2,0,0.8,3,1,4,0.375,0.125,0.5
"2011-11-29","E1",2011,"Lost",2.54,3.24,2.7,"Derby","Brighton","H",0,0,1,"(2.5,3]","EN",7,3,8,0.388888888888889,0.166666666666667,0.444444444444444,19,1,0,4,0.2,0,0.8,4,2,3,0.444444444444444,0.222222222222222,0.333333333333333
"2011-12-02","E1",2011,"Draw",3.25,3.25,2.2,"Derby","Crystal Palace","A",0,1,0,"(3,3.5]","EN",7,3,9,0.368421052631579,0.157894736842105,0.473684210526316,20,0,0,5,0,0,1,3,1,5,0.333333333333333,0.111111111111111,0.555555555555556
"2011-12-10","E1",2011,"Win",2.5,3.24,2.72,"Derby","Bristol City","H",1,0,0,"(2,2.5]","EN",7,4,9,0.35,0.2,0.45,21,0,1,4,0,0.2,0.8,4,2,4,0.4,0.2,0.4
"2011-12-17","E1",2011,"Lost",3.16,3.4,2.17,"Derby","Ipswich","A",0,0,1,"(3,3.5]","EN",8,4,9,0.380952380952381,0.19047619047619,0.428571428571429,22,1,1,3,0.2,0.2,0.6,3,2,5,0.3,0.2,0.5
"2011-12-26","E1",2011,"Win",2.8,3.29,2.44,"Derby","Leeds","H",1,0,0,"(2.5,3]","EN",8,4,10,0.363636363636364,0.181818181818182,0.454545454545455,23,1,1,3,0.2,0.2,0.6,5,2,4,0.454545454545455,0.181818181818182,0.363636363636364
"2011-12-31","E1",2011,"Win",3.53,3.32,2.05,"Derby","West Ham","H",1,0,0,"(3.5,4]","EN",9,4,10,0.391304347826087,0.173913043478261,0.434782608695652,24,2,1,2,0.4,0.2,0.4,6,2,4,0.5,0.166666666666667,0.333333333333333
"2012-01-02","E1",2011,"Win",4.48,3.41,1.78,"Derby","Hull","A",1,0,0,"(4,5]","EN",10,4,10,0.416666666666667,0.166666666666667,0.416666666666667,25,3,1,1,0.6,0.2,0.2,3,2,6,0.272727272727273,0.181818181818182,0.545454545454545
"2012-01-14","E1",2011,"Win",1.84,3.42,4.23,"Derby","Coventry","H",1,0,0,"(1.5,2]","EN",11,4,10,0.44,0.16,0.4,26,4,0,1,0.8,0,0.2,7,2,4,0.538461538461538,0.153846153846154,0.307692307692308
"2012-01-21","E1",2011,"Draw",4.28,3.38,1.83,"Derby","Burnley","A",0,1,0,"(4,5]","EN",12,4,10,0.461538461538462,0.153846153846154,0.384615384615385,27,4,0,1,0.8,0,0.2,4,2,6,0.333333333333333,0.166666666666667,0.5
"2012-01-31","E1",2011,"Lost",3.01,3.26,2.31,"Derby","Barnsley","A",0,0,1,"(3,3.5]","EN",12,5,10,0.444444444444444,0.185185185185185,0.37037037037037,28,4,1,0,0.8,0.2,0,4,3,6,0.307692307692308,0.230769230769231,0.461538461538462
"2012-02-11","E1",2011,"Draw",3.42,3.26,2.09,"Derby","Millwall","A",0,1,0,"(3,3.5]","EN",12,5,11,0.428571428571429,0.178571428571429,0.392857142857143,29,3,1,1,0.6,0.2,0.2,4,3,7,0.285714285714286,0.214285714285714,0.5
"2012-02-14","E1",2011,"Lost",2.81,3.24,2.45,"Derby","Reading","H",0,0,1,"(2.5,3]","EN",12,6,11,0.413793103448276,0.206896551724138,0.379310344827586,30,2,2,1,0.4,0.4,0.2,8,2,4,0.571428571428571,0.142857142857143,0.285714285714286
"2012-02-18","E1",2011,"Lost",6.27,3.85,1.52,"Derby","Southampton","A",0,0,1,"(5,10]","EN",12,6,12,0.4,0.2,0.4,31,1,2,2,0.2,0.4,0.4,4,4,7,0.266666666666667,0.266666666666667,0.466666666666667
"2012-02-23","E1",2011,"Lost",3.03,3.25,2.28,"Derby","Leicester","H",0,0,1,"(3,3.5]","EN",12,6,13,0.387096774193548,0.193548387096774,0.419354838709677,32,0,2,3,0,0.4,0.6,8,2,5,0.533333333333333,0.133333333333333,0.333333333333333
"2012-03-03","E1",2011,"Draw",6.99,3.74,1.5,"Derby","Birmingham","A",0,1,0,"(5,10]","EN",12,6,14,0.375,0.1875,0.4375,33,0,1,4,0,0.2,0.8,4,4,8,0.25,0.25,0.5
"2012-03-06","E1",2011,"Win",3.01,3.3,2.3,"Derby","Blackpool","H",1,0,0,"(3,3.5]","EN",12,7,14,0.363636363636364,0.212121212121212,0.424242424242424,34,0,2,3,0,0.4,0.6,8,2,6,0.5,0.125,0.375
"2012-03-10","E1",2011,"Lost",2.29,3.24,3,"Derby","Watford","H",0,0,1,"(2,2.5]","EN",13,7,14,0.382352941176471,0.205882352941176,0.411764705882353,35,1,1,3,0.2,0.2,0.6,9,2,6,0.529411764705882,0.117647058823529,0.352941176470588
"2012-03-13","E1",2011,"Win",2.71,3.15,2.62,"Derby","Nott'm Forest","H",1,0,0,"(2.5,3]","EN",13,7,15,0.371428571428571,0.2,0.428571428571429,36,1,1,3,0.2,0.2,0.6,9,2,7,0.5,0.111111111111111,0.388888888888889
"2012-03-17","E1",2011,"Win",3.18,3.26,2.21,"Derby","Doncaster","A",1,0,0,"(3,3.5]","EN",14,7,15,0.388888888888889,0.194444444444444,0.416666666666667,37,2,1,2,0.4,0.2,0.4,4,5,8,0.235294117647059,0.294117647058824,0.470588235294118
"2012-03-20","E1",2011,"Lost",4.32,3.41,1.83,"Derby","Brighton","A",0,0,1,"(4,5]","EN",15,7,15,0.405405405405405,0.189189189189189,0.405405405405405,38,3,1,1,0.6,0.2,0.2,5,5,8,0.277777777777778,0.277777777777778,0.444444444444444
"2012-03-24","E1",2011,"Win",2.44,3.16,2.88,"Derby","Crystal Palace","H",1,0,0,"(2,2.5]","EN",15,7,16,0.394736842105263,0.184210526315789,0.421052631578947,39,3,0,2,0.6,0,0.4,10,2,7,0.526315789473684,0.105263157894737,0.368421052631579
"2012-03-31","E1",2011,"Draw",3.21,3.27,2.19,"Derby","Bristol City","A",0,1,0,"(3,3.5]","EN",16,7,16,0.41025641025641,0.179487179487179,0.41025641025641,40,3,0,2,0.6,0,0.4,5,5,9,0.263157894736842,0.263157894736842,0.473684210526316
"2012-04-07","E1",2011,"Draw",2.61,3.31,2.6,"Derby","Ipswich","H",0,1,0,"(2.5,3]","EN",16,8,16,0.4,0.2,0.4,41,3,1,1,0.6,0.2,0.2,11,2,7,0.55,0.1,0.35
"2012-04-09","E1",2011,"Win",4.03,3.46,1.88,"Derby","Leeds","A",1,0,0,"(4,5]","EN",16,9,16,0.390243902439024,0.219512195121951,0.390243902439024,42,2,2,1,0.4,0.4,0.2,5,6,9,0.25,0.3,0.45
"2012-04-14","E1",2011,"Lost",2.65,3.23,2.58,"Derby","Middlesbrough","H",0,0,1,"(2.5,3]","EN",17,9,16,0.404761904761905,0.214285714285714,0.380952380952381,43,2,2,1,0.4,0.4,0.2,11,3,7,0.523809523809524,0.142857142857143,0.333333333333333
"2012-04-17","E1",2011,"Lost",5.91,3.78,1.58,"Derby","Cardiff","A",0,0,1,"(5,10]","EN",17,9,17,0.395348837209302,0.209302325581395,0.395348837209302,44,2,2,1,0.4,0.4,0.2,6,6,9,0.285714285714286,0.285714285714286,0.428571428571429
"2012-04-21","E1",2011,"Win",3.53,3.33,2.03,"Derby","Portsmouth","A",1,0,0,"(3.5,4]","EN",17,9,18,0.386363636363636,0.204545454545455,0.409090909090909,45,1,2,2,0.2,0.4,0.4,6,6,10,0.272727272727273,0.272727272727273,0.454545454545455
"2012-04-28","E1",2011,"Draw",1.94,3.44,3.71,"Derby","Peterboro","H",0,1,0,"(1.5,2]","EN",18,9,18,0.4,0.2,0.4,46,2,1,2,0.4,0.2,0.4,11,3,8,0.5,0.136363636363636,0.363636363636364
"2012-08-18","E1",2012,"Draw",2.36,3.25,2.93,"Derby","Sheffield Weds","H",0,1,0,"(2,2.5]","EN",NA,NA,NA,0,0,0,1,2,1,2,0.4,0.2,0.4,NA,NA,NA,0,0,0
"2012-08-21","E1",2012,"Lost",4.96,3.56,1.7,"Derby","Bolton","A",0,0,1,"(4,5]","EN",0,1,0,0,1,0,2,1,2,2,0.2,0.4,0.4,NA,NA,NA,0,0,0
"2012-08-25","E1",2012,"Draw",4.94,3.54,1.71,"Derby","Wolves","A",0,1,0,"(4,5]","EN",0,1,1,0,0.5,0.5,3,1,2,2,0.2,0.4,0.4,0,0,1,0,0,1
"2012-09-01","E1",2012,"Win",2.32,3.29,2.98,"Derby","Watford","H",1,0,0,"(2,2.5]","EN",0,2,1,0,0.666666666666667,0.333333333333333,4,1,3,1,0.2,0.6,0.2,0,1,0,0,1,0
"2012-09-15","E1",2012,"Lost",3.04,3.29,2.29,"Derby","Huddersfield","A",0,0,1,"(3,3.5]","EN",1,2,1,0.25,0.5,0.25,5,1,3,1,0.2,0.6,0.2,0,1,1,0,0.5,0.5
"2012-09-18","E1",2012,"Win",2.08,3.33,3.5,"Derby","Charlton","H",1,0,0,"(2,2.5]","EN",1,2,2,0.2,0.4,0.4,6,1,2,2,0.2,0.4,0.4,1,1,0,0.5,0.5,0
"2012-09-22","E1",2012,"Lost",2.1,3.37,3.36,"Derby","Burnley","H",0,0,1,"(2,2.5]","EN",2,2,2,0.333333333333333,0.333333333333333,0.333333333333333,7,2,1,2,0.4,0.2,0.4,2,1,0,0.666666666666667,0.333333333333333,0
"2012-09-30","E1",2012,"Win",3.75,3.38,1.98,"Derby","Nott'm Forest","A",1,0,0,"(3.5,4]","EN",2,2,3,0.285714285714286,0.285714285714286,0.428571428571429,8,2,1,2,0.4,0.2,0.4,0,1,2,0,0.333333333333333,0.666666666666667
"2012-10-03","E1",2012,"Draw",3.28,3.31,2.17,"Derby","Middlesbrough","A",0,1,0,"(3,3.5]","EN",3,2,3,0.375,0.25,0.375,9,3,0,2,0.6,0,0.4,1,1,2,0.25,0.25,0.5
"2012-10-06","E1",2012,"Draw",2.7,3.26,2.55,"Derby","Brighton","H",0,1,0,"(2.5,3]","EN",3,3,3,0.333333333333333,0.333333333333333,0.333333333333333,10,2,1,2,0.4,0.2,0.4,2,1,1,0.5,0.25,0.25
"2012-10-20","E1",2012,"Draw",2.32,3.31,2.94,"Derby","Blackburn","H",0,1,0,"(2,2.5]","EN",3,4,3,0.3,0.4,0.3,11,2,2,1,0.4,0.4,0.2,2,2,1,0.4,0.4,0.2
"2012-10-23","E1",2012,"Win",2.93,3.34,2.34,"Derby","Ipswich","A",1,0,0,"(2.5,3]","EN",3,5,3,0.272727272727273,0.454545454545455,0.272727272727273,12,1,3,1,0.2,0.6,0.2,1,2,2,0.2,0.4,0.4
"2012-10-27","E1",2012,"Lost",2.41,3.32,2.79,"Derby","Peterboro","A",0,0,1,"(2,2.5]","EN",4,5,3,0.333333333333333,0.416666666666667,0.25,13,2,3,0,0.4,0.6,0,2,2,2,0.333333333333333,0.333333333333333,0.333333333333333
"2012-11-03","E1",2012,"Win",2.53,3.32,2.67,"Derby","Blackpool","H",1,0,0,"(2.5,3]","EN",4,5,4,0.307692307692308,0.384615384615385,0.307692307692308,14,1,3,1,0.2,0.6,0.2,2,3,1,0.333333333333333,0.5,0.166666666666667
"2012-11-06","E1",2012,"Win",1.8,3.59,4.3,"Derby","Barnsley","H",1,0,0,"(1.5,2]","EN",5,5,4,0.357142857142857,0.357142857142857,0.285714285714286,15,2,2,1,0.4,0.4,0.2,3,3,1,0.428571428571429,0.428571428571429,0.142857142857143
"2012-11-10","E1",2012,"Lost",3.18,3.34,2.18,"Derby","Millwall","A",0,0,1,"(3,3.5]","EN",6,5,4,0.4,0.333333333333333,0.266666666666667,16,3,1,1,0.6,0.2,0.2,2,2,3,0.285714285714286,0.285714285714286,0.428571428571429
"2012-11-17","E1",2012,"Lost",3.75,3.48,1.93,"Derby","Crystal Palace","A",0,0,1,"(3.5,4]","EN",6,5,5,0.375,0.3125,0.3125,17,3,0,2,0.6,0,0.4,2,2,4,0.25,0.25,0.5
"2012-11-24","E1",2012,"Win",2.17,3.34,3.2,"Derby","Birmingham","H",1,0,0,"(2,2.5]","EN",6,5,6,0.352941176470588,0.294117647058824,0.352941176470588,18,2,0,3,0.4,0,0.6,4,3,1,0.5,0.375,0.125
"2012-11-27","E1",2012,"Draw",2.62,3.32,2.6,"Derby","Cardiff","H",0,1,0,"(2.5,3]","EN",7,5,6,0.388888888888889,0.277777777777778,0.333333333333333,19,3,0,2,0.6,0,0.4,5,3,1,0.555555555555556,0.333333333333333,0.111111111111111
"2012-12-01","E1",2012,"Lost",5.18,3.67,1.65,"Derby","Leicester","A",0,0,1,"(5,10]","EN",7,6,6,0.368421052631579,0.315789473684211,0.315789473684211,20,2,1,2,0.4,0.2,0.4,2,2,5,0.222222222222222,0.222222222222222,0.555555555555556
"2012-12-08","E1",2012,"Win",2.33,3.33,2.91,"Derby","Leeds","H",1,0,0,"(2,2.5]","EN",7,6,7,0.35,0.3,0.35,21,1,1,3,0.2,0.2,0.6,5,4,1,0.5,0.4,0.1
"2012-12-15","E1",2012,"Win",2.44,3.27,2.8,"Derby","Bristol City","A",1,0,0,"(2,2.5]","EN",8,6,7,0.380952380952381,0.285714285714286,0.333333333333333,22,2,1,2,0.4,0.2,0.4,2,2,6,0.2,0.2,0.6
"2012-12-21","E1",2012,"Lost",2.58,3.25,2.69,"Derby","Hull","H",0,0,1,"(2.5,3]","EN",9,6,7,0.409090909090909,0.272727272727273,0.318181818181818,23,3,1,1,0.6,0.2,0.2,6,4,1,0.545454545454545,0.363636363636364,0.0909090909090909
"2012-12-26","E1",2012,"Lost",3.04,3.34,2.28,"Derby","Burnley","A",0,0,1,"(3,3.5]","EN",9,6,8,0.391304347826087,0.260869565217391,0.347826086956522,24,2,1,2,0.4,0.2,0.4,3,2,6,0.272727272727273,0.181818181818182,0.545454545454545
"2012-12-29","E1",2012,"Draw",2.82,3.28,2.45,"Derby","Charlton","A",0,1,0,"(2.5,3]","EN",9,6,9,0.375,0.25,0.375,25,2,0,3,0.4,0,0.6,3,2,7,0.25,0.166666666666667,0.583333333333333
"2013-01-01","E1",2012,"Win",2.61,3.29,2.61,"Derby","Middlesbrough","H",1,0,0,"(2.5,3]","EN",9,7,9,0.36,0.28,0.36,26,2,1,2,0.4,0.2,0.4,6,4,2,0.5,0.333333333333333,0.166666666666667
"2013-01-12","E1",2012,"Lost",3.77,3.41,1.95,"Derby","Brighton","A",0,0,1,"(3.5,4]","EN",10,7,9,0.384615384615385,0.269230769230769,0.346153846153846,27,2,1,2,0.4,0.2,0.4,3,3,7,0.230769230769231,0.230769230769231,0.538461538461538
"2013-01-19","E1",2012,"Draw",2.29,3.31,3.01,"Derby","Nott'm Forest","H",0,1,0,"(2,2.5]","EN",10,7,10,0.37037037037037,0.259259259259259,0.37037037037037,28,1,1,3,0.2,0.2,0.6,7,4,2,0.538461538461538,0.307692307692308,0.153846153846154
"2013-02-02","E1",2012,"Win",1.8,3.46,4.38,"Derby","Huddersfield","H",1,0,0,"(1.5,2]","EN",10,8,10,0.357142857142857,0.285714285714286,0.357142857142857,29,1,2,2,0.2,0.4,0.4,7,5,2,0.5,0.357142857142857,0.142857142857143
"2013-02-09","E1",2012,"Draw",2.91,3.28,2.36,"Derby","Sheffield Weds","A",0,1,0,"(2.5,3]","EN",11,8,10,0.379310344827586,0.275862068965517,0.344827586206897,30,2,2,1,0.4,0.4,0.2,3,3,8,0.214285714285714,0.214285714285714,0.571428571428571
"2013-02-12","E1",2012,"Lost",4.01,3.41,1.9,"Derby","Hull","A",0,0,1,"(4,5]","EN",11,9,10,0.366666666666667,0.3,0.333333333333333,31,2,2,1,0.4,0.4,0.2,3,4,8,0.2,0.266666666666667,0.533333333333333
"2013-02-16","E1",2012,"Draw",1.94,3.46,3.78,"Derby","Wolves","H",0,1,0,"(1.5,2]","EN",11,9,11,0.354838709677419,0.290322580645161,0.354838709677419,32,1,2,2,0.2,0.4,0.4,8,5,2,0.533333333333333,0.333333333333333,0.133333333333333
"2013-02-19","E1",2012,"Draw",2.35,3.33,2.94,"Derby","Bolton","H",0,1,0,"(2,2.5]","EN",11,10,11,0.34375,0.3125,0.34375,33,1,3,1,0.2,0.6,0.2,8,6,2,0.5,0.375,0.125
"2013-02-23","E1",2012,"Lost",4.24,3.54,1.81,"Derby","Watford","A",0,0,1,"(4,5]","EN",11,11,11,0.333333333333333,0.333333333333333,0.333333333333333,34,1,3,1,0.2,0.6,0.2,3,4,9,0.1875,0.25,0.5625
"2013-03-01","E1",2012,"Lost",2.55,3.29,2.7,"Derby","Crystal Palace","H",0,0,1,"(2.5,3]","EN",11,11,12,0.323529411764706,0.323529411764706,0.352941176470588,35,0,3,2,0,0.6,0.4,8,7,2,0.470588235294118,0.411764705882353,0.117647058823529
"2013-03-05","E1",2012,"Draw",5.2,3.69,1.66,"Derby","Cardiff","A",0,1,0,"(5,10]","EN",11,11,13,0.314285714285714,0.314285714285714,0.371428571428571,36,0,2,3,0,0.4,0.6,3,4,10,0.176470588235294,0.235294117647059,0.588235294117647
"2013-03-09","E1",2012,"Lost",2.79,3.3,2.45,"Derby","Birmingham","A",0,0,1,"(2.5,3]","EN",11,12,13,0.305555555555556,0.333333333333333,0.361111111111111,37,0,3,2,0,0.6,0.4,3,5,10,0.166666666666667,0.277777777777778,0.555555555555556
"2013-03-16","E1",2012,"Win",3.06,3.3,2.27,"Derby","Leicester","H",1,0,0,"(3,3.5]","EN",11,12,14,0.297297297297297,0.324324324324324,0.378378378378378,38,0,2,3,0,0.4,0.6,8,7,3,0.444444444444444,0.388888888888889,0.166666666666667
"2013-03-29","E1",2012,"Win",1.94,3.46,3.83,"Derby","Bristol City","H",1,0,0,"(1.5,2]","EN",12,12,14,0.315789473684211,0.315789473684211,0.368421052631579,39,1,1,3,0.2,0.2,0.6,9,7,3,0.473684210526316,0.368421052631579,0.157894736842105
"2013-04-01","E1",2012,"Win",3.11,3.28,2.29,"Derby","Leeds","A",1,0,0,"(3,3.5]","EN",13,12,14,0.333333333333333,0.307692307692308,0.358974358974359,40,2,1,2,0.4,0.2,0.4,3,5,11,0.157894736842105,0.263157894736842,0.578947368421053
"2013-04-06","E1",2012,"Lost",2.08,3.31,3.5,"Derby","Ipswich","H",0,0,1,"(2,2.5]","EN",14,12,14,0.35,0.3,0.35,41,3,1,1,0.6,0.2,0.2,10,7,3,0.5,0.35,0.15
"2013-04-13","E1",2012,"Lost",2.82,3.23,2.46,"Derby","Blackburn","A",0,0,1,"(2.5,3]","EN",14,12,15,0.341463414634146,0.292682926829268,0.365853658536585,42,3,0,2,0.6,0,0.4,4,5,11,0.2,0.25,0.55
"2013-04-16","E1",2012,"Draw",2.79,3.27,2.49,"Derby","Barnsley","A",0,1,0,"(2.5,3]","EN",14,12,16,0.333333333333333,0.285714285714286,0.380952380952381,43,3,0,2,0.6,0,0.4,4,5,12,0.19047619047619,0.238095238095238,0.571428571428571
